-31.949,8.1497,-57.446,-37.952,-64.148,-43.553,-62.913,-70.168,-43.482,-62.631,-42.883,-42.706,-1.252,1.9771,-69.324,-53.378,22.856,20.98,-48.448,-67.727,-47.006,-46.813,-48.7,-30.687,-68.77,-47.761,-68.583,-29.635,-48.657,-75.15,3.3413,-29.057,3.413,-28.414,-19.952,-51.509,-53.127,-51.269,-49.673,-53.251,-53.182,-52.276,-51.254,-49.976,-50.099,-52.407,-49.667,-39.107,-38.245,-38.992,-74.037,-36.885,-36.261,-35.85,-1.8165,-36.339,-1.1761,1.1329,-85.031,-51.655,-52.73,-84.724
-30.753,8.4792,-56.383,-37.007,-63.623,-42.657,-62.368,-69.656,-42.586,-62.101,-41.987,-41.809,-0.81171,2.4821,-68.836,-53.225,23.892,22.05,-48.176,-66.988,-46.645,-46.439,-48.444,-29.738,-68.036,-47.448,-67.848,-28.621,-48.398,-74.149,3.4282,-29.632,3.5056,-28.96,-20.042,-52.988,-54.802,-52.718,-50.918,-54.94,-54.863,-53.848,-52.7,-51.26,-51.398,-53.995,-50.911,-39.646,-38.689,-39.519,-72.785,-36.557,-35.872,-35.42,-2.5225,-35.958,-1.7955,0.83415,-84.552,-55.818,-57.102,-84.197
-30.301,6.772,-57.697,-36.447,-63.6,-42.596,-63.467,-69.514,-42.519,-63.169,-41.875,-41.684,-1.3934,1.7578,-68.602,-53.428,23.694,21.865,-48.394,-68.426,-46.786,-46.571,-48.675,-30.616,-69.571,-47.627,-69.365,-29.498,-48.627,-74.586,3.3079,-29.573,3.3772,-28.927,-20.502,-52.169,-54.043,-51.891,-50.049,-54.187,-54.107,-53.056,-51.873,-50.399,-50.54,-53.207,-50.043,-39.816,-38.862,-39.69,-73.846,-36.716,-36.069,-35.643,-1.1715,-36.15,-0.53804,1.7372,-85.56,-51.938,-53.218,-85.184
-30.609,7.8968,-58.149,-36.034,-65.12,-41.779,-63.959,-70.154,-41.701,-63.672,-41.044,-40.849,-0.38763,2.9949,-69.281,-54.236,25.922,24.191,-47.903,-68.89,-46.251,-46.029,-48.192,-30.494,-70.017,-47.116,-69.815,-29.292,-48.142,-74.357,2.9462,-30.063,3.0242,-29.407,-20.835,-52.953,-54.889,-52.666,-50.755,-55.037,-54.954,-53.87,-52.648,-51.118,-51.265,-54.027,-50.748,-41.194,-40.159,-41.057,-73.403,-38.297,-37.607,-37.153,-1.9763,-37.693,-1.2324,1.4416,-84.917,-54.929,-56.274,-84.541
-30.478,6.9463,-59.311,-35.662,-64.002,-40.924,-63.5,-68.589,-40.868,-63.118,-40.394,-40.254,-0.66191,2.4977,-67.423,-50.75,24.66,22.865,-46.368,-67.248,-45.269,-45.122,-46.56,-30.931,-68.699,-45.844,-68.439,-29.998,-46.527,-72.578,4.0265,-28.281,4.109,-27.609,-18.891,-51.189,-52.381,-51.013,-49.842,-52.472,-52.421,-51.753,-51.001,-50.064,-50.154,-51.849,-49.838,-40.401,-39.644,-40.301,-73.44,-35.66,-34.956,-34.493,-2.8088,-35.044,-2.0482,0.68339,-84.954,-54.57,-55.327,-84.501
-30.889,6.9055,-57.783,-37.196,-65.75,-43.269,-63.71,-71.105,-43.192,-63.413,-42.54,-42.346,-0.77606,2.6658,-70.175,-53.669,24.77,22.81,-48.789,-68.716,-47.192,-46.978,-49.068,-31.233,-69.877,-48.028,-69.669,-30.073,-49.02,-75.312,2.4309,-30.145,2.5101,-29.469,-20.562,-52.142,-53.958,-51.873,-50.08,-54.097,-54.02,-53.002,-51.855,-50.421,-50.558,-53.149,-50.074,-40.77,-39.803,-40.642,-72.886,-38.358,-37.66,-37.199,-3.4522,-37.747,-2.7303,-0.12792,-83.497,-51.516,-52.737,-83.114
-30.91,6.6759,-57.146,-37.124,-62.897,-43.438,-62.796,-69.169,-43.366,-62.496,-42.756,-42.575,-0.87856,2.3342,-68.279,-52.71,24.429,22.518,-49.204,-67.904,-47.741,-47.545,-49.461,-31.013,-69.019,-48.507,-68.819,-29.951,-49.417,-74.602,2.7485,-30.587,2.8216,-29.917,-21.155,-52.89,-54.529,-52.648,-51.04,-54.654,-54.584,-53.665,-52.632,-51.345,-51.468,-53.798,-51.034,-39.964,-39.087,-39.847,-73.12,-38.565,-37.907,-37.473,-2.226,-37.989,-1.5725,0.77482,-85.299,-53.145,-54.216,-84.973
-30.335,6.901,-56.734,-37.074,-64.631,-43.615,-62.798,-70.825,-43.549,-62.517,-42.994,-42.83,-1.7726,1.7016,-69.925,-53.371,25.155,22.569,-49.395,-67.985,-48.104,-47.931,-49.621,-31.676,-69.014,-48.78,-68.83,-30.638,-49.582,-76.144,3.612,-30.389,3.6913,-29.624,-19.702,-52.959,-54.393,-52.746,-51.329,-54.502,-54.441,-53.638,-52.732,-51.599,-51.707,-53.754,-51.324,-39.723,-38.874,-39.611,-73.236,-37.302,-36.566,-36.082,-1.85,-36.658,-1.1658,1.287,-86.094,-52.807,-53.781,-85.802
-29.566,5.3654,-59.318,-35.691,-64.24,-41.69,-64.682,-69.98,-41.619,-64.345,-41.021,-40.844,-1.028,2.4133,-68.923,-53.262,24.279,22.359,-47.209,-68.977,-45.733,-45.535,-47.468,-30.984,-70.265,-46.505,-70.034,-29.854,-47.424,-74.645,2.8741,-30.482,2.9577,-29.839,-21.363,-50.856,-52.573,-50.602,-48.917,-52.705,-52.631,-51.669,-50.586,-49.237,-49.366,-51.808,-48.911,-40.238,-39.274,-40.11,-73.092,-36.234,-35.594,-35.172,-2.0021,-35.674,-1.2288,1.5541,-85.58,-51.013,-52.189,-85.152
-31.184,5.9231,-58.054,-36.834,-63.801,-42.419,-63.513,-69.183,-42.332,-63.193,-41.606,-41.391,-1.0369,2.5153,-68.186,-52.614,25.175,23.282,-48.279,-68.001,-46.484,-46.244,-48.594,-30.41,-69.255,-47.422,-69.03,-29.159,-48.54,-73.823,3.5492,-31.49,3.6303,-30.721,-20.687,-53.153,-55.219,-52.849,-50.837,-55.377,-55.289,-54.129,-52.829,-51.217,-51.371,-54.296,-50.829,-41.054,-39.99,-40.913,-73.173,-38.864,-38.091,-37.583,-2.5774,-38.188,-1.85,0.74183,-86.42,-55.26,-56.612,-86
-29.354,6.1608,-56.931,-35.752,-64.417,-42.166,-62.398,-69.565,-42.096,-62.119,-41.503,-41.327,-1.5324,1.6251,-68.712,-52.989,23.937,22.073,-48.116,-66.985,-46.659,-46.464,-48.371,-30.836,-68.047,-47.421,-67.856,-29.784,-48.327,-73.866,2.664,-30.808,2.7384,-30.145,-21.43,-52.024,-53.693,-51.777,-50.132,-53.82,-53.749,-52.814,-51.761,-50.445,-50.57,-52.949,-50.126,-39.976,-39.094,-39.859,-73.188,-37.741,-37.079,-36.644,-1.8799,-37.162,-1.1986,1.2569,-82.709,-52.189,-53.32,-82.375
-31.08,7.5305,-57.831,-37.066,-64.14,-42.746,-63.188,-70.001,-42.676,-62.867,-42.082,-41.906,-1.0296,2.0999,-69.045,-52.432,25.768,24.017,-48.177,-68.119,-46.847,-46.668,-48.41,-31.584,-69.296,-47.543,-69.085,-30.577,-48.37,-74.899,3.3933,-27.885,3.4593,-27.207,-18.421,-52.44,-53.811,-52.237,-50.888,-53.915,-53.857,-53.089,-52.224,-51.144,-51.247,-53.2,-50.883,-41.194,-40.414,-41.09,-73.351,-37.252,-36.562,-36.109,-3.3736,-36.648,-2.7899,-0.69897,-84.747,-54.798,-55.616,-84.435
-30.805,8.4972,-58.742,-36.867,-64.836,-42.709,-63.897,-69.763,-42.627,-63.593,-41.938,-41.733,-1.5401,1.6306,-68.833,-53.649,23.927,22.109,-48.151,-68.318,-46.41,-46.177,-48.456,-30.736,-69.456,-47.322,-69.251,-29.533,-48.404,-74.244,2.5741,-30.97,2.6473,-30.294,-21.439,-51.527,-53.585,-51.222,-49.195,-53.742,-53.654,-52.501,-51.202,-49.58,-49.735,-52.668,-49.188,-40.102,-39.049,-39.963,-72.52,-37.369,-36.68,-36.225,-1.8705,-36.766,-1.1575,1.4037,-85.663,-50.651,-52.088,-85.312
-29.188,8.7904,-56.654,-35.971,-63.986,-42.824,-62.135,-69.471,-42.747,-61.83,-42.098,-41.906,-0.35291,2.9436,-68.501,-51.863,24.027,22.234,-49.148,-67.032,-47.566,-47.354,-49.426,-31.081,-68.199,-48.393,-67.99,-29.926,-49.378,-73.934,4.0004,-30.482,4.0817,-29.677,-19.247,-52.736,-54.515,-52.473,-50.735,-54.651,-54.575,-53.577,-52.456,-51.064,-51.197,-53.721,-50.729,-41.207,-40.222,-41.077,-73.129,-38.798,-37.972,-37.428,-2.6843,-38.075,-1.9368,0.72459,-81.323,-51.405,-52.543,-80.968
-32.094,8.8075,-57.016,-37.206,-64.384,-42.881,-62.511,-69.71,-42.806,-62.207,-42.175,-41.988,-0.32586,2.9944,-68.782,-52.268,23.285,21.505,-48.632,-67.306,-47.068,-46.858,-48.905,-31.275,-68.482,-47.886,-68.271,-30.127,-48.859,-74.281,3.4313,-28.27,3.5072,-27.626,-19.22,-52.603,-54.418,-52.335,-50.547,-54.556,-54.479,-53.462,-52.317,-50.886,-51.023,-53.609,-50.54,-41.176,-40.197,-41.046,-73.042,-34.571,-33.901,-33.459,-1.5824,-33.984,-0.86576,1.7112,-83.979,-52.634,-53.877,-83.594
-29.591,7.6629,-58.33,-35.698,-64.692,-42.153,-63.9,-70.054,-42.083,-63.57,-41.49,-41.314,-1.2714,1.6377,-69.029,-52.795,24.026,22.421,-48.545,-68.585,-47.064,-46.866,-48.805,-30.892,-69.866,-47.838,-69.636,-29.85,-48.76,-74.571,2.8606,-30.677,2.9285,-29.996,-21.092,-53.151,-54.889,-52.894,-51.192,-55.022,-54.947,-53.972,-52.877,-51.515,-51.645,-54.113,-51.186,-40.605,-39.702,-40.485,-73.473,-37.159,-36.458,-35.997,-1.821,-36.546,-1.1903,1.0691,-84.768,-53.935,-55.123,-84.328
-31.64,8.5325,-56.94,-37.419,-63.329,-42.776,-63.013,-70.157,-42.706,-62.748,-42.116,-41.941,-1.2783,2.1073,-69.35,-53.822,23.165,21.672,-47.774,-68.094,-46.425,-46.243,-48.009,-30.827,-69.024,-47.133,-68.857,-29.796,-47.969,-75.52,3.272,-29.216,3.3416,-28.621,-20.61,-51.462,-52.859,-51.254,-49.853,-52.965,-52.906,-52.126,-51.24,-50.121,-50.228,-52.239,-49.848,-39.718,-38.949,-39.617,-73.017,-36.975,-36.446,-36.095,-3.4201,-36.512,-2.835,-0.70455,-84.1,-52.986,-53.858,-83.862
-29.792,7.5013,-56.891,-35.45,-64.333,-41.328,-62.536,-70.031,-41.268,-62.251,-40.758,-40.606,-1.4831,1.6876,-69.215,-52.901,22.433,20.753,-47.139,-67.466,-45.913,-45.748,-47.354,-30.856,-68.536,-46.556,-68.344,-29.874,-47.317,-75.134,2.5875,-29.841,2.6629,-29.176,-20.489,-51.571,-52.94,-51.368,-50.012,-53.045,-52.986,-52.22,-51.355,-50.27,-50.374,-52.331,-50.007,-39.902,-39.101,-39.796,-72.84,-35.74,-35.063,-34.616,-1.5647,-35.147,-0.87008,1.6327,-86.477,-53.219,-54.129,-86.173
-30.71,8.8841,-56.612,-36.692,-63.552,-42.281,-62.361,-69.518,-42.222,-62.115,-41.721,-41.572,-1.5214,1.7065,-68.802,-53.872,24.882,22.938,-47.476,-67.424,-46.31,-46.152,-47.679,-30.645,-68.297,-46.922,-68.141,-29.7,-47.644,-74.891,4.0172,-30.857,4.0899,-30.226,-21.808,-51.695,-52.939,-51.509,-50.26,-53.033,-52.98,-52.286,-51.496,-50.499,-50.595,-52.387,-50.255,-39.228,-38.505,-39.132,-72.79,-38.231,-37.626,-37.226,-2.2055,-37.701,-1.5703,0.73662,-86.041,-54.489,-55.295,-85.812
-31.078,5.5847,-58.714,-37.042,-64.938,-42.753,-63.78,-69.955,-42.668,-63.446,-41.956,-41.746,-1.6677,1.7626,-68.921,-52.552,24.851,22.843,-48.203,-68.045,-46.396,-46.154,-48.521,-31.18,-69.333,-47.341,-69.102,-29.93,-48.466,-74.118,2.7587,-30.424,2.8371,-29.705,-20.287,-51.785,-53.943,-51.466,-49.35,-54.108,-54.016,-52.806,-51.445,-49.751,-49.913,-52.98,-49.342,-40.938,-39.844,-40.793,-73.127,-37.805,-37.075,-36.594,-1.7137,-37.166,-0.97984,1.6568,-85.245,-51.247,-52.754,-84.8
-30.017,10.149,-58.394,-36.245,-63.913,-42.479,-64,-69.547,-42.39,-63.649,-41.632,-41.408,-1.6977,1.9146,-68.455,-52.072,24.846,22.732,-48.271,-68.824,-46.372,-46.118,-48.604,-31.02,-70.195,-47.365,-69.949,-29.708,-48.547,-74.362,1.8012,-30.213,1.8827,-29.421,-18.967,-51.582,-53.802,-51.254,-49.079,-53.972,-53.877,-52.632,-51.233,-49.491,-49.657,-52.811,-49.071,-40.448,-39.319,-40.298,-73.352,-38.049,-37.252,-36.726,-1.4821,-37.351,-0.73645,1.9363,-85.193,-50.022,-51.527,-84.72
-30.318,8.6699,-58.023,-36.585,-64.105,-42.546,-63.285,-70.234,-42.485,-63.001,-41.975,-41.824,-1.3885,1.8956,-69.444,-53.614,23.396,21.962,-47.884,-67.689,-46.761,-46.61,-48.081,-30.94,-68.694,-47.35,-68.514,-29.996,-48.047,-75.489,2.6314,-29.689,2.7077,-28.973,-19.591,-52.037,-53.157,-51.87,-50.759,-53.243,-53.195,-52.568,-51.859,-50.97,-51.055,-52.659,-50.755,-38.953,-38.248,-38.859,-73.328,-36.192,-35.497,-35.039,-1.7333,-35.584,-1.0631,1.3541,-86.408,-55.162,-55.805,-86.185
-29.69,6.709,-57.937,-35.314,-64.73,-41.309,-62.916,-69.299,-41.234,-62.587,-40.601,-40.413,-1.6885,1.5827,-68.242,-51.863,24.937,23.19,-47.533,-67.259,-45.942,-45.729,-47.812,-31.075,-68.527,-46.775,-68.299,-29.921,-47.764,-73.263,2.1613,-30.288,2.2374,-29.713,-22.226,-52.402,-54.286,-52.123,-50.272,-54.431,-54.35,-53.294,-52.105,-50.623,-50.765,-53.446,-50.265,-41.339,-40.332,-41.205,-72.946,-36.589,-35.993,-35.6,-1.7121,-36.067,-0.98801,1.6119,-84.161,-53.75,-55.07,-83.712
-31.226,7.8401,-57.301,-37.355,-64.125,-43.165,-63.356,-70.446,-43.09,-63.074,-42.461,-42.274,-0.36778,3.1887,-69.609,-53.716,23.307,21.387,-48.861,-68.138,-47.308,-47.099,-49.132,-30.299,-69.218,-48.122,-69.024,-29.129,-49.086,-75.322,3.1449,-29.737,3.2283,-29.013,-19.439,-53.348,-55.12,-53.085,-51.327,-55.255,-55.18,-54.189,-53.068,-51.662,-51.796,-54.332,-51.32,-40.372,-39.4,-40.243,-72.965,-36.637,-35.912,-35.433,-2.3623,-36.002,-1.5908,1.1958,-85.187,-55.139,-56.346,-84.86
-32.723,8.6468,-57.174,-38.466,-63.998,-43.565,-63.321,-70.121,-43.487,-63.029,-42.827,-42.632,-0.5219,2.9689,-69.229,-53.323,22.959,21.087,-48.692,-68.229,-47.043,-46.821,-48.98,-30.317,-69.351,-47.907,-69.15,-29.113,-48.93,-74.762,3.3288,-29.545,3.41,-28.835,-19.457,-53.115,-55.025,-52.831,-50.935,-55.171,-55.089,-54.021,-52.812,-51.296,-51.441,-54.176,-50.928,-40.37,-39.354,-40.235,-73.075,-37.971,-37.258,-36.787,-2.9394,-37.347,-2.1787,0.56756,-85.825,-55.369,-56.695,-85.469
-30.122,7.5317,-57.367,-35.668,-64.516,-41.758,-63.294,-70.372,-41.684,-63.038,-41.06,-40.875,-0.73681,2.5915,-69.583,-54.52,23.072,21.302,-48.377,-68.286,-46.766,-46.55,-48.658,-30.869,-69.279,-47.61,-69.101,-29.715,-48.61,-75.318,2.9362,-30.216,3.0141,-29.575,-21.068,-53.713,-55.66,-53.424,-51.493,-55.809,-55.726,-54.636,-53.405,-51.861,-52.009,-54.794,-51.486,-41.594,-40.588,-41.461,-73.181,-37.842,-37.187,-36.756,-3.2308,-37.269,-2.4908,0.17993,-86.316,-55.037,-56.448,-85.972
-30.315,7.7554,-58.268,-37.179,-64.025,-44.028,-63.469,-69.513,-43.95,-63.166,-43.291,-43.096,-1.1169,2.1814,-68.593,-53.282,21.741,19.917,-50.121,-67.889,-48.489,-48.27,-50.407,-31.833,-69.03,-49.343,-68.825,-30.679,-50.358,-74.152,2.2733,-29.106,2.3472,-28.445,-19.776,-53.439,-55.31,-53.162,-51.319,-55.453,-55.373,-54.325,-53.144,-51.669,-51.81,-54.477,-51.312,-40.989,-40.021,-40.861,-72.878,-35.831,-35.187,-34.762,-2.2477,-35.267,-1.578,0.83412,-82.983,-51.91,-53.168,-82.634
-31.768,7.0709,-57.098,-36.59,-65.513,-41.688,-62.282,-69.816,-41.621,-62.006,-41.059,-40.893,-2.8398,0.59135,-68.925,-52.864,24.066,22.218,-47.007,-67.042,-45.607,-45.419,-47.252,-31.233,-68.097,-46.339,-67.908,-30.196,-47.21,-73.716,3.047,-30.987,3.1431,-30.134,-18.414,-51.226,-52.886,-50.981,-49.35,-53.013,-52.942,-52.012,-50.965,-49.66,-49.784,-52.146,-49.344,-40.599,-39.69,-40.479,-71.774,-38.951,-38.08,-37.503,-2.0931,-38.189,-1.1615,2.2392,-84.529,-52.45,-53.627,-84.163
-31.958,8.4154,-57.419,-36.954,-63.927,-42.12,-62.339,-69.447,-42.049,-62.045,-41.45,-41.273,-1.2309,1.776,-68.569,-52.494,24.035,22.294,-47.352,-66.869,-45.959,-45.773,-47.597,-29.942,-67.937,-46.688,-67.746,-28.952,-47.555,-74.446,1.3172,-28.978,1.3796,-28.372,-20.5,-51.537,-53.038,-51.316,-49.846,-53.153,-53.089,-52.247,-51.301,-50.125,-50.237,-52.368,-49.841,-39.067,-38.28,-38.962,-73.507,-37.433,-36.861,-36.485,-5.2867,-36.932,-4.7571,-2.8589,-86.597,-53.718,-54.647,-86.301
-29.99,6.6544,-58.659,-35.723,-63.964,-41.711,-63.823,-68.684,-41.627,-63.487,-40.918,-40.707,-1.2546,2.2446,-67.671,-52.495,24.261,22.4,-47.795,-68.556,-46.004,-45.764,-48.109,-31.018,-69.834,-46.941,-69.605,-29.761,-48.055,-73.004,3.3452,-26.931,3.4248,-26.189,-16.496,-52.255,-54.369,-51.942,-49.863,-54.531,-54.441,-53.256,-51.922,-50.257,-50.417,-53.427,-49.855,-41.47,-40.383,-41.326,-73.48,-36.89,-36.143,-35.651,-2.1992,-36.236,-1.4599,1.1939,-85.051,-52.84,-54.305,-84.645
-29.892,9.1051,-59.775,-35.778,-63.782,-41.989,-63.858,-68.759,-41.91,-63.509,-41.247,-41.05,-1.5001,1.9384,-67.672,-51.924,24.834,23.026,-48.347,-67.71,-46.721,-46.503,-48.632,-30.759,-69.042,-47.572,-68.804,-29.597,-48.583,-73.397,2.6928,-29.73,2.7714,-28.918,-18.089,-53.269,-55.131,-52.993,-51.159,-55.273,-55.193,-54.15,-52.975,-51.508,-51.648,-54.301,-51.153,-40.609,-39.637,-40.48,-73.259,-37.955,-37.144,-36.608,-2.0803,-37.245,-1.3645,1.2122,-86.78,-54.9,-56.157,-86.337
-30.823,6.4731,-57.362,-36.102,-63.533,-41.478,-62.207,-68.564,-41.415,-61.952,-40.882,-40.724,-1.2171,2.1826,-67.829,-53.459,24.979,22.93,-46.989,-66.572,-45.713,-45.542,-47.212,-31.251,-67.509,-46.382,-67.342,-30.215,-47.174,-73.372,3.5392,-30.953,3.6214,-30.243,-20.896,-51.544,-52.987,-51.33,-49.899,-53.096,-53.035,-52.228,-51.316,-50.172,-50.281,-52.345,-49.894,-40.591,-39.75,-40.479,-73.103,-39.246,-38.535,-38.065,-1.9346,-38.623,-1.1555,1.6475,-86.173,-53.704,-54.699,-85.898
-31.001,10.351,-57.004,-37.049,-65.15,-43.046,-62.825,-70.604,-42.977,-62.55,-42.402,-42.231,-0.91302,2.2729,-69.776,-53.482,22.973,21.267,-48.705,-67.562,-47.328,-47.143,-48.946,-31.031,-68.596,-48.049,-68.411,-30.015,-48.904,-75.228,4.134,-30.292,4.2032,-29.643,-21.096,-52.577,-54.094,-52.351,-50.851,-54.21,-54.145,-53.296,-52.337,-51.136,-51.251,-53.418,-50.845,-40.423,-39.613,-40.316,-73.105,-35.758,-35.125,-34.708,-1.7638,-35.204,-1.1677,0.98317,-84.552,-53.174,-54.158,-84.245
-31.866,10.086,-57.908,-37.879,-65.442,-43.274,-64.004,-71.657,-43.207,-63.733,-42.639,-42.471,-1.0422,2.1962,-70.854,-54.781,24.229,22.431,-48.367,-68.474,-47.045,-46.867,-48.598,-30.764,-69.461,-47.738,-69.284,-29.755,-48.558,-75.929,3.7039,-29.614,3.7761,-28.978,-20.568,-52.178,-53.593,-51.968,-50.566,-53.701,-53.64,-52.849,-51.954,-50.833,-50.94,-52.963,-50.561,-40.104,-39.311,-39.999,-73.053,-37.09,-36.477,-36.072,-3.0354,-36.553,-2.3961,-0.085625,-82.58,-53.477,-54.37,-82.318
